"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"244",0,2,0,0,1,0,1,4,1,4
"245",0,1,0,0,0,0,0,2,0,2
"246",0,1,0,0,0,0,0,1,0,2
"247",0,1,0,0,0,0,0,2,1,6
"248",0,2,0,0,0,0,0,2,0,3
"249",0,1,0,0,0,0,0,1,0,1
"250",0,1,0,0,0,0,0,1,0,3
"251",0,3,0,1,1,0,0,5,0,7
"252",0,1,0,0,0,0,0,1,0,3
"253",1,2,1,1,1,1,0,4,1,3
"254",0,3,0,0,3,0,1,6,0,6
"255",0,2,0,0,0,0,0,5,0,6
"256",0,3,0,0,1,0,0,2,0,5
"257",0,1,0,0,0,0,0,1,0,4
"258",1,1,0,1,0,1,1,3,1,8
"259",0,2,0,0,0,0,0,4,0,8
"260",0,2,0,1,2,0,0,7,0,8
"261",0,2,0,0,0,0,0,4,0,6
"262",0,2,0,0,0,0,0,4,0,6
"263",0,3,0,0,2,0,0,7,0,9
"264",0,3,0,0,0,0,0,4,0,5
"265",0,2,0,0,1,0,0,2,0,4
"266",0,3,0,0,1,0,1,2,0,5
"267",1,2,0,0,1,0,0,6,1,5
"268",1,1,0,1,1,2,1,3,3,2
"269",0,2,0,0,2,0,1,7,0,10
"270",1,0,0,1,0,0,0,1,1,2
"271",0,2,0,0,0,0,0,4,1,7
"272",0,1,0,0,2,0,1,4,0,5
"273",1,3,0,1,0,0,0,2,2,3
"274",1,2,0,1,2,1,0,7,2,10
"275",0,3,0,1,0,0,0,5,1,6
"276",0,2,0,0,2,0,0,5,0,9
"277",0,3,0,1,1,0,0,3,0,4
"278",0,0,0,0,1,0,0,1,0,2
"279",0,0,0,0,0,0,0,5,0,8
"280",0,1,0,0,0,0,0,1,0,3
"281",0,2,0,1,0,0,0,6,0,7
"282",1,1,1,0,0,0,0,3,1,5
"283",0,1,0,0,1,0,1,4,0,5
"284",0,2,0,1,0,0,0,5,1,5
"285",0,2,1,0,0,1,0,3,1,4
"286",1,1,0,0,0,0,0,4,3,3
"287",0,2,0,0,0,0,0,2,0,3
"288",0,4,0,0,0,0,0,4,0,7
"289",0,3,0,0,1,0,1,3,0,3
"290",0,4,0,0,2,0,0,3,0,8
"291",0,3,0,0,0,0,0,3,0,4
"292",0,1,0,0,0,0,0,3,0,4
"293",0,6,0,1,1,0,1,8,1,9
"294",0,4,0,0,0,0,0,4,1,6
"295",0,1,0,0,0,0,0,2,0,3
"296",0,2,0,0,0,0,0,4,0,5
"297",0,3,0,0,1,0,1,4,0,2
"298",0,2,0,0,1,0,0,5,1,9
"299",0,1,0,0,1,0,0,2,0,7
"300",0,3,0,0,0,0,0,3,0,5
"301",0,7,0,0,4,0,3,5,0,8
"302",0,2,0,0,1,0,0,3,0,2
"303",0,1,0,0,0,0,0,1,0,2
"304",0,2,0,0,2,0,0,3,0,5
"305",0,2,0,0,1,0,1,3,0,4
"306",0,2,0,0,1,0,1,3,0,4
"307",0,2,0,0,1,0,1,3,0,4
"308",0,2,0,0,1,0,1,3,0,4
"309",0,4,0,2,1,0,1,3,1,5
"310",1,3,1,1,0,1,0,2,2,3
"311",0,3,0,0,0,0,0,4,0,9
"312",1,3,0,1,1,0,0,4,2,7
"313",0,3,0,0,0,0,0,1,1,4
"314",1,3,1,0,1,0,0,3,1,7
"315",0,1,0,0,0,0,0,2,0,3
"316",0,1,0,0,1,0,1,3,1,3
"317",0,2,0,0,1,0,1,4,0,6
"318",2,2,1,4,2,0,0,5,3,8
"319",2,2,1,4,2,0,0,5,3,8
"320",2,2,1,4,2,0,0,5,3,8
"321",2,2,1,4,2,0,0,5,3,8
"322",2,2,1,4,2,0,0,5,3,8
"323",2,2,1,4,2,0,0,5,3,8
"324",2,2,1,4,2,0,0,5,3,8
"325",2,2,1,4,2,0,0,5,3,8
"326",2,2,1,4,2,0,0,5,3,8
"327",2,2,1,4,2,0,0,5,3,8
"328",2,2,1,4,2,0,0,5,3,8
"329",2,2,1,4,2,0,0,5,3,8
"330",2,2,1,4,2,0,0,5,3,8
"331",2,2,1,4,2,0,0,5,3,8
"332",2,2,1,4,2,0,0,5,3,8
"333",2,2,1,4,2,0,0,5,3,8
"334",2,2,1,4,2,0,0,5,3,8
"335",2,2,1,4,2,0,0,5,3,8
"336",2,2,1,4,2,0,0,5,3,8
"337",2,2,1,4,2,0,0,5,3,8
"338",2,2,1,4,2,0,0,5,3,8
"339",2,2,1,4,2,0,0,5,3,8
"340",2,2,1,4,2,0,0,5,3,8
"341",2,2,1,4,2,0,0,5,3,8
"342",2,2,1,4,2,0,0,5,3,8
"343",2,2,1,4,2,0,0,5,3,8
"344",2,2,1,4,2,0,0,5,3,8
"345",2,2,1,4,2,0,0,5,3,8
"346",2,2,1,4,2,0,0,5,3,8
"347",2,2,1,4,2,0,0,5,3,8
"348",2,2,1,4,2,0,0,5,3,8
"349",2,2,1,4,2,0,0,5,3,8
"350",2,2,1,4,2,0,0,5,3,8
"351",2,2,1,4,2,0,0,5,3,8
"352",2,2,1,4,2,0,0,5,3,8
"353",2,2,1,4,2,0,0,5,3,8
"354",2,2,1,4,2,0,0,5,3,8
"355",2,2,1,4,2,0,0,5,3,8
"356",2,2,1,4,2,0,0,5,3,8
"357",2,2,1,4,2,0,0,5,3,8
"358",2,2,1,4,2,0,0,5,3,8
"359",2,2,1,4,2,0,0,5,3,8
"360",2,2,1,4,2,0,0,5,3,8
"361",2,2,1,4,2,0,0,5,3,8
"362",2,2,1,4,2,0,0,5,3,8
"363",2,2,1,4,2,0,0,5,3,8
"364",2,2,1,4,2,0,0,5,3,8
"365",2,2,1,4,2,0,0,5,3,8
"366",2,2,1,4,2,0,0,5,3,8
"367",2,2,1,4,2,0,0,5,3,8
"368",2,2,1,4,2,0,0,5,3,8
"369",2,2,1,4,2,0,0,5,3,8
"370",2,2,1,4,2,0,0,5,3,8
"371",2,2,1,4,2,0,0,5,3,8
"372",2,2,1,4,2,0,0,5,3,8
"373",2,2,1,4,2,0,0,5,3,8
"374",2,2,1,4,2,0,0,5,3,8
"375",2,2,1,4,2,0,0,5,3,8
"376",2,2,1,4,2,0,0,5,3,8
"377",2,2,1,4,2,0,0,5,3,8
"378",2,2,1,4,2,0,0,5,3,8
"379",2,2,1,4,2,0,0,5,3,8
"380",2,2,1,4,2,0,0,5,3,8
"381",2,2,1,4,2,0,0,5,3,8
"382",2,2,1,4,2,0,0,5,3,8
"383",2,2,1,4,2,0,0,5,3,8
"384",2,2,1,4,2,0,0,5,3,8
"385",2,2,1,4,2,0,0,5,3,8
"386",2,2,1,4,2,0,0,5,3,8
"387",2,2,1,4,2,0,0,5,3,8
"388",2,2,1,4,2,0,0,5,3,8
"389",2,2,1,4,2,0,0,5,3,8
"390",2,2,1,4,2,0,0,5,3,8
"391",2,2,1,4,2,0,0,5,3,8
"392",2,2,1,4,2,0,0,5,3,8
"393",2,2,1,4,2,0,0,5,3,8
"394",2,2,1,4,2,0,0,5,3,8
"395",2,2,1,4,2,0,0,5,3,8
"396",2,2,1,4,2,0,0,5,3,8
"397",2,2,1,4,2,0,0,5,3,8
"398",2,2,1,4,2,0,0,5,3,8
"399",2,2,1,4,2,0,0,5,3,8
"400",2,2,1,4,2,0,0,5,3,8
"401",2,2,1,4,2,0,0,5,3,8
"402",2,2,1,4,2,0,0,5,3,8
"403",2,2,1,4,2,0,0,5,3,8
"404",2,2,1,4,2,0,0,5,3,8
"405",2,2,1,4,2,0,0,5,3,8
"406",2,2,1,4,2,0,0,5,3,8
"407",2,2,1,4,2,0,0,5,3,8
"408",2,2,1,4,2,0,0,5,3,8
"409",2,2,1,4,2,0,0,5,3,8
"410",2,2,1,4,2,0,0,5,3,8
"411",2,2,1,4,2,0,0,5,3,8
"412",2,2,1,4,2,0,0,5,3,8
"413",2,2,1,4,2,0,0,5,3,8
