"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"729",0,12,0,3,8,0,2,17,3,38
"730",2,13,0,3,13,2,3,22,9,49
"731",0,9,0,0,6,0,1,17,1,35
"732",3,26,1,4,12,6,9,28,5,55
"733",2,11,1,4,10,2,2,27,7,42
"734",2,15,3,6,9,6,5,25,7,44
"735",1,12,0,2,7,2,6,21,6,45
"736",3,12,1,3,6,3,1,16,9,35
"737",2,6,1,2,6,4,7,15,8,36
"738",3,13,3,5,12,6,5,26,8,49
"739",5,10,3,5,5,5,0,25,9,34
"740",5,12,4,5,8,4,1,32,11,39
"741",2,11,2,3,8,2,1,20,5,33
"742",4,19,3,6,11,5,2,29,7,48
"743",2,11,1,2,8,5,4,21,7,42
"744",1,12,0,2,7,2,6,21,6,45
"745",1,11,1,2,5,2,2,13,3,23
"746",6,13,4,10,10,6,3,38,18,51
"747",1,12,0,2,7,2,6,21,6,45
"748",3,11,2,3,7,4,0,21,9,35
"749",2,17,2,5,11,2,2,27,7,51
"750",4,14,1,3,6,2,3,26,7,37
"751",0,0,0,1,0,1,0,1,2,1
"752",2,17,2,5,11,2,2,27,7,48
"753",4,21,3,5,9,3,3,29,7,43
"754",2,14,3,4,7,3,0,30,8,46
"755",2,10,1,2,7,2,1,17,6,37
"756",2,14,1,6,13,3,7,21,6,46
"757",2,8,0,2,6,6,3,14,8,23
"758",2,12,0,4,9,4,1,29,9,56
"759",0,9,0,3,7,0,2,17,3,40
"760",5,11,2,4,7,4,0,25,10,38
"761",4,12,3,4,10,3,1,24,8,36
"762",1,12,0,2,7,2,6,21,6,45
"763",7,14,4,6,10,5,3,33,12,45
"764",3,6,1,2,5,4,1,20,6,35
"765",3,16,3,2,12,2,0,25,8,40
"766",4,14,0,4,10,5,2,26,10,38
"767",4,15,1,3,5,4,2,27,8,43
"768",5,15,3,5,10,7,0,26,11,36
"769",4,18,3,4,13,3,2,32,11,48
"770",3,7,0,4,6,2,0,15,8,30
"771",4,10,2,3,8,6,4,23,8,40
"772",3,17,2,3,11,3,2,23,7,35
"773",1,10,0,4,5,2,1,21,6,30
"774",2,6,1,2,0,2,0,12,9,25
"775",3,6,3,4,6,5,1,17,4,29
"776",1,12,0,2,7,2,6,21,6,45
"777",4,14,3,3,10,4,2,24,11,35
"778",2,11,1,4,5,3,5,17,5,32
"779",1,6,0,3,4,1,2,16,4,30
"780",3,13,1,4,6,3,3,24,5,47
"781",2,9,1,3,5,1,2,15,5,25
"782",1,12,0,2,7,2,6,21,6,45
"783",4,12,3,4,10,3,1,24,8,36
"784",5,22,2,5,12,3,4,32,7,45
"785",2,17,2,5,11,2,2,27,7,48
"786",3,7,0,3,5,5,1,25,6,38
"787",2,10,2,3,8,2,1,21,5,32
"788",3,15,3,3,8,3,2,25,8,41
"789",0,16,1,1,10,2,6,29,5,49
"790",1,11,1,2,10,2,0,23,4,39
"791",1,9,0,2,6,1,0,16,2,23
"792",2,10,2,3,8,2,1,20,5,33
"793",2,13,1,3,8,4,0,22,6,37
"794",0,15,2,3,9,2,2,17,5,40
"795",6,19,4,4,13,4,2,28,10,44
"796",7,14,4,6,6,9,5,27,17,39
"797",2,14,2,5,11,3,2,21,6,37
"798",3,12,3,3,12,4,0,28,8,43
"799",1,12,0,3,7,2,2,20,4,37
"800",3,18,3,2,9,2,1,28,8,40
"801",3,13,1,2,9,3,3,23,4,33
"802",0,13,1,0,11,2,4,20,1,34
"803",2,6,2,5,6,3,0,19,7,28
"804",3,17,3,2,12,2,0,29,10,47
"805",4,13,3,4,7,3,1,20,8,30
"806",6,15,3,11,11,5,2,31,14,44
"807",2,14,1,3,9,2,5,21,6,39
"808",3,7,4,2,4,3,0,13,6,24
"809",1,12,0,2,7,2,6,21,6,45
"810",5,16,4,4,10,6,1,22,9,39
"811",2,10,2,3,8,2,1,21,5,32
"812",1,6,1,4,1,1,3,12,6,20
"813",1,8,1,1,9,2,0,18,5,30
"814",0,12,0,3,8,0,2,17,3,38
"815",3,16,1,6,12,4,8,23,8,43
"816",3,13,2,5,9,4,1,31,11,45
"817",1,12,1,2,8,3,3,22,5,40
"818",1,10,0,0,8,2,6,18,3,34
"819",0,7,0,5,3,2,1,16,8,24
"820",3,12,2,3,8,4,2,28,7,40
"821",0,5,0,1,4,2,2,14,1,21
"822",0,8,0,0,2,1,0,8,2,17
"823",2,13,1,2,10,3,3,27,8,50
"824",4,16,1,4,8,2,2,23,7,45
"825",6,18,2,5,11,4,3,31,11,48
"826",0,6,0,1,5,1,1,16,1,31
"827",0,10,0,0,6,1,2,18,3,35
"828",2,13,0,4,7,2,3,17,4,30
"829",1,14,0,2,7,2,2,18,5,35
"830",1,12,1,3,7,2,6,31,6,44
"831",3,12,2,3,7,3,1,26,7,46
"832",7,19,0,7,17,4,6,34,14,59
"833",1,13,3,2,11,2,7,23,6,34
"834",2,10,2,3,8,2,1,21,5,33
"835",1,12,0,2,7,2,6,21,6,45
"836",4,17,3,3,9,3,3,26,8,41
"837",3,12,3,4,11,4,2,28,8,38
"838",3,17,2,3,13,2,4,37,9,53
"839",1,7,0,3,3,2,3,13,6,38
"840",0,8,0,2,5,3,2,13,4,22
"841",5,14,3,5,9,4,0,24,8,32
"842",1,12,0,2,7,2,6,21,6,45
"843",5,8,4,6,7,4,2,23,11,31
"844",4,15,4,5,11,6,2,29,18,42
"845",1,13,0,1,10,2,5,24,4,51
"846",3,13,3,3,7,3,1,27,8,37
"847",4,15,2,5,9,4,1,29,10,44
"848",2,8,2,4,6,2,0,24,7,30
"849",2,13,1,4,9,5,6,29,5,54
"850",2,10,2,3,8,2,1,20,5,33
"851",0,13,0,2,9,0,2,19,5,42
"852",2,18,2,3,11,2,2,26,7,43
"853",2,13,1,4,9,3,2,19,8,28
"854",3,13,3,4,11,3,2,25,7,46
"855",4,20,2,5,12,5,5,24,9,47
"856",2,6,2,5,6,3,0,19,7,28
"857",4,12,3,6,9,6,2,31,10,44
"858",2,21,0,3,12,4,7,32,5,53
"859",2,15,1,3,12,3,3,26,6,47
"860",2,19,2,3,11,3,2,26,5,41
"861",3,9,2,4,5,4,4,17,9,35
"862",5,20,2,4,11,5,2,29,10,46
"863",2,13,1,4,10,3,3,29,6,42
"864",1,8,1,2,4,2,2,13,5,29
"865",5,18,3,5,10,5,0,25,9,39
"866",0,9,0,3,6,1,3,14,3,28
"867",2,6,0,3,7,4,2,14,6,30
"868",3,8,1,5,7,4,2,25,7,47
"869",4,7,3,6,8,3,0,23,11,35
"870",4,18,3,6,12,5,2,29,12,41
"871",4,17,2,5,12,4,3,29,7,49
"872",2,17,2,5,11,2,2,27,7,49
"873",2,12,2,3,7,2,3,26,7,44
"874",4,7,2,3,5,4,3,15,11,35
"875",2,18,0,7,14,7,4,34,9,58
"876",5,12,2,8,18,4,7,29,10,52
"877",4,17,4,7,12,6,2,38,10,54
"878",3,20,2,4,12,4,3,28,7,46
"879",2,17,2,5,11,2,2,27,7,48
"880",2,13,1,4,11,3,2,21,9,49
"881",1,12,0,2,7,2,6,21,6,45
"882",3,18,0,2,10,4,5,26,9,49
"883",0,12,0,1,6,2,2,16,4,29
"884",4,10,2,3,8,6,4,23,8,41
"885",1,4,1,0,2,0,0,5,4,12
"886",3,15,3,6,10,4,6,30,12,45
"887",3,9,2,6,6,4,0,23,10,36
"888",0,7,0,2,7,2,1,16,3,26
"889",1,12,0,2,7,2,6,21,6,45
"890",3,17,3,4,12,2,3,26,9,50
"891",0,13,1,0,11,2,4,20,1,34
"892",2,14,1,6,13,3,7,21,6,46
"893",3,17,2,4,12,4,1,33,8,47
"894",0,15,1,3,9,2,3,25,4,47
"895",5,17,2,6,12,3,1,33,11,53
"896",3,12,1,4,9,2,2,27,5,37
"897",2,6,2,5,6,3,0,19,7,28
"898",2,20,2,4,11,3,1,33,7,47
"899",2,8,1,4,7,3,2,17,7,40
"900",3,16,2,4,9,5,4,29,11,43
"901",4,14,3,3,10,4,2,24,11,35
"902",1,11,1,1,8,1,3,19,2,29
"903",4,12,3,4,10,3,1,24,8,36
"904",2,14,2,5,11,3,2,21,6,37
"905",5,25,1,5,13,4,5,36,12,63
"906",4,17,1,3,9,4,4,27,13,53
"907",4,10,2,3,6,2,1,22,10,32
"908",0,8,0,1,0,2,0,12,4,25
"909",4,12,3,4,10,3,1,24,8,36
"910",4,5,1,3,3,5,2,13,8,26
"911",1,12,0,2,7,2,6,21,6,45
"912",4,20,2,5,7,5,6,33,11,50
"913",2,16,2,4,10,2,2,27,6,44
"914",2,17,1,3,12,1,5,29,5,42
"915",2,11,2,3,8,2,1,20,5,33
"916",2,12,2,3,7,3,0,20,6,33
"917",0,11,0,1,9,2,0,23,3,39
"918",2,19,2,8,11,6,5,31,12,52
"919",1,12,0,2,7,2,6,21,6,45
"920",3,13,3,3,13,4,0,30,8,44
"921",1,18,1,5,9,1,2,29,5,52
"922",2,17,2,5,11,2,2,28,7,48
"923",1,6,1,4,7,1,2,16,3,28
"924",1,20,0,3,14,2,4,34,4,63
"925",3,13,3,3,12,4,0,28,9,44
"926",2,12,0,4,9,2,1,29,8,49
"927",1,14,0,3,7,1,2,26,6,39
"928",4,10,2,5,5,7,4,28,9,55
"929",3,12,2,3,9,3,5,26,7,38
"930",3,13,3,3,13,4,0,30,8,44
"931",2,15,1,5,14,4,9,33,7,63
"932",3,6,1,3,2,3,0,15,5,22
"933",1,16,0,2,11,2,7,26,5,59
"934",2,6,1,2,4,3,1,17,5,33
"935",4,17,3,3,9,3,3,26,8,41
"936",2,17,2,5,11,2,2,27,7,48
"937",2,12,0,6,6,3,3,23,5,41
"938",3,9,1,2,8,3,5,25,6,48
"939",0,14,1,1,5,2,5,18,2,31
"940",2,11,0,2,7,3,4,17,6,36
"941",2,7,1,4,4,4,1,15,3,26
"942",5,20,2,4,11,5,2,29,10,46
"943",3,12,0,3,7,0,3,21,4,38
"944",4,14,3,3,10,4,2,24,11,35
"945",3,10,0,4,10,1,4,17,6,32
"946",1,10,0,2,6,2,2,18,2,25
"947",1,12,0,2,7,2,6,21,6,45
"948",3,10,2,4,8,2,3,23,9,35
"949",2,10,0,1,4,1,3,18,2,29
"950",5,18,3,5,10,5,1,25,10,42
"951",4,18,3,6,12,5,2,29,12,41
"952",2,8,2,3,7,2,2,24,11,35
"953",1,14,2,2,12,3,5,27,6,47
"954",3,15,3,3,8,3,2,25,8,41
"955",3,13,3,5,9,5,1,31,11,49
"956",4,11,3,4,8,4,1,26,8,38
"957",6,19,3,5,9,4,3,37,11,49
"958",1,12,0,2,7,2,6,21,6,45
"959",2,16,2,5,13,3,5,33,6,48
"960",4,8,0,6,7,3,0,22,9,40
"961",2,10,2,2,9,2,2,29,6,41
"962",3,16,2,4,10,4,2,21,7,37
"963",3,14,2,4,12,4,7,24,8,47
"964",4,14,3,5,10,5,1,29,7,45
"965",4,17,2,5,11,3,3,17,6,36
"966",0,11,0,2,8,0,1,18,2,37
"967",2,9,1,3,6,3,2,16,4,31
"968",4,9,0,3,3,3,2,17,5,24
"969",3,16,3,2,12,2,0,25,8,40
"970",2,15,1,2,8,2,0,18,6,43
"971",2,6,2,5,6,3,0,19,7,28
"972",3,9,2,3,7,5,2,16,5,34
"973",10,15,6,12,10,10,2,34,18,49
"974",0,13,0,1,12,4,5,17,6,38
"975",3,12,2,5,9,6,3,33,11,50
"976",2,10,2,3,8,2,1,21,5,32
"977",2,13,1,3,11,3,2,22,8,50
"978",7,20,3,6,11,7,3,27,9,45
"979",1,12,0,2,7,2,6,21,6,45
"980",1,10,0,4,7,1,2,21,2,34
"981",3,14,2,3,12,3,0,29,6,40
"982",2,6,2,5,6,3,0,19,7,28
"983",2,16,1,3,13,4,5,26,7,47
"984",4,6,2,3,4,2,2,17,6,28
"985",2,16,2,4,10,2,2,26,6,44
"986",4,16,1,5,10,5,6,31,13,58
"987",3,13,3,5,9,4,5,30,10,44
"988",2,10,0,5,6,3,3,17,6,35
"989",0,13,1,0,11,2,4,20,1,34
"990",0,9,0,1,8,0,3,21,2,31
"991",1,12,0,2,7,2,6,21,6,45
"992",3,15,2,4,9,4,2,28,8,44
"993",3,15,2,4,10,4,2,26,9,42
"994",3,12,0,4,9,5,2,21,9,42
"995",0,9,1,0,7,2,2,17,0,27
"996",3,6,1,3,5,4,2,15,7,30
"997",0,6,0,2,5,1,4,17,4,36
"998",4,12,3,4,10,3,1,24,8,36
"999",4,14,3,3,10,4,2,24,11,35
"1000",1,8,0,3,4,3,2,19,6,32
"1001",2,10,2,3,8,2,1,21,5,33
"1002",3,15,2,2,4,4,3,26,8,48
"1003",0,5,0,1,5,1,3,13,3,24
"1004",3,14,4,4,14,3,4,33,7,43
"1005",2,16,2,4,10,2,2,26,6,47
"1006",1,12,0,2,7,2,6,21,6,45
"1007",5,15,3,5,10,7,0,26,11,36
"1008",2,9,3,4,10,0,4,21,4,28
"1009",4,15,3,4,8,4,0,21,7,32
"1010",0,3,0,1,6,0,3,17,2,21
"1011",1,9,0,3,5,0,1,21,3,35
"1012",2,15,3,5,12,4,7,23,5,42
"1013",1,8,1,2,4,2,2,13,5,27
"1014",2,13,1,3,8,4,0,22,6,37
"1015",3,16,2,4,8,4,1,25,6,37
"1016",3,15,3,3,11,2,2,30,8,43
"1017",3,19,2,5,11,4,4,31,8,48
"1018",5,12,4,6,10,6,2,23,9,39
"1019",3,15,2,5,10,5,4,31,9,46
"1020",2,15,0,2,11,2,3,22,5,40
"1021",3,15,3,6,10,4,6,30,12,45
"1022",1,10,0,4,7,1,2,21,2,34
"1023",4,12,3,5,7,4,0,20,7,31
"1024",2,9,1,3,6,2,0,17,4,25
"1025",3,4,0,2,4,3,2,17,7,34
"1026",2,10,2,3,8,2,1,20,5,33
"1027",3,8,0,3,5,4,1,19,8,41
"1028",3,13,3,3,7,3,1,27,8,37
"1029",3,12,2,3,9,3,5,26,7,38
"1030",4,7,0,6,7,4,0,17,11,35
"1031",2,16,1,3,12,3,5,25,8,55
"1032",3,15,3,6,10,4,6,30,12,45
"1033",3,17,1,3,9,2,4,25,10,47
"1034",8,14,4,10,10,6,1,30,13,42
"1035",0,1,0,3,3,1,0,9,3,15
"1036",4,14,1,4,11,3,3,29,9,64
"1037",5,17,5,9,13,7,2,41,19,61
"1038",3,17,2,4,11,5,3,30,13,44
"1039",2,10,1,2,7,2,1,17,6,36
"1040",3,13,3,5,8,4,1,22,7,34
"1041",5,18,2,5,10,5,3,27,9,41
"1042",2,8,1,2,6,3,3,18,6,30
"1043",2,15,2,3,9,3,2,21,6,36
"1044",0,12,0,2,8,1,3,20,2,43
"1045",3,16,3,2,9,2,1,24,7,39
"1046",2,9,0,6,6,3,4,17,5,36
"1047",5,15,3,5,10,7,0,25,11,36
"1048",5,18,3,4,12,5,3,33,8,46
"1049",3,9,1,2,10,4,4,26,6,48
"1050",0,11,0,2,8,0,2,18,5,42
"1051",1,13,1,2,9,0,3,17,5,39
"1052",0,13,0,2,9,0,2,19,5,42
"1053",2,18,1,4,14,5,6,26,10,58
"1054",3,14,2,4,10,3,1,24,7,39
"1055",2,17,2,5,11,2,2,27,7,48
"1056",3,15,3,3,13,5,3,41,9,63
"1057",3,13,3,5,9,5,1,31,11,49
"1058",2,11,2,2,8,2,3,19,6,28
"1059",1,12,0,2,7,2,6,21,6,45
"1060",1,7,1,1,8,1,2,22,6,46
"1061",3,12,2,5,8,5,3,36,9,44
"1062",2,14,1,5,10,4,3,25,9,40
"1063",1,13,1,2,8,2,3,21,4,42
"1064",5,11,2,4,5,3,0,24,9,35
"1065",2,14,0,3,13,2,4,22,9,49
"1066",2,10,2,3,8,2,1,21,5,33
"1067",1,11,0,2,5,2,3,15,3,28
"1068",4,20,3,4,11,4,0,28,10,55
"1069",3,15,2,4,10,2,4,31,7,48
"1070",3,12,0,6,8,5,3,24,9,43
"1071",3,13,2,4,10,3,4,27,12,50
"1072",3,8,1,1,7,2,2,23,7,43
"1073",7,14,4,6,10,5,3,33,12,45
"1074",1,12,1,3,6,4,5,21,7,34
"1075",0,1,0,3,3,1,0,9,3,15
"1076",3,17,2,4,8,3,3,26,11,36
"1077",2,13,0,6,9,3,4,21,6,37
"1078",2,8,1,3,6,3,3,21,5,29
"1079",3,13,1,2,6,3,3,28,9,49
"1080",4,16,3,5,10,4,1,23,7,38
"1081",4,20,3,4,11,4,0,28,10,55
"1082",0,5,1,0,2,2,1,7,3,17
"1083",1,12,0,2,7,2,6,21,6,45
"1084",1,17,2,3,13,1,5,29,6,53
"1085",2,6,2,5,6,3,0,19,7,28
"1086",2,17,2,5,11,2,2,27,7,48
"1087",4,18,2,4,14,3,5,42,11,60
"1088",3,13,0,6,10,3,4,30,6,44
"1089",2,6,1,2,5,3,4,24,6,38
"1090",3,17,0,6,10,2,5,35,9,48
"1091",2,6,2,5,6,3,0,19,7,28
"1092",6,19,3,5,9,4,3,37,11,49
"1093",0,9,0,3,7,0,2,17,3,40
"1094",0,12,0,1,6,2,2,16,4,29
"1095",2,17,2,5,11,2,2,27,7,48
"1096",2,11,1,2,8,4,3,21,10,40
"1097",4,16,1,4,6,4,4,32,11,45
"1098",3,14,3,4,11,2,1,38,10,57
"1099",2,9,0,3,6,6,2,19,8,36
"1100",1,12,1,1,9,2,4,20,6,44
"1101",5,16,3,5,7,4,3,29,8,41
"1102",2,17,2,5,11,2,2,28,7,48
"1103",3,20,2,3,13,4,2,31,6,47
"1104",10,20,5,10,17,8,5,38,18,59
"1105",0,6,0,2,5,1,4,17,4,37
"1106",1,9,0,1,3,2,2,19,5,35
"1107",1,12,0,2,7,2,6,21,6,45
"1108",4,17,1,6,11,4,2,33,8,62
"1109",1,8,1,5,4,1,1,13,5,21
"1110",4,18,2,4,14,3,5,42,11,60
"1111",3,15,3,4,11,3,2,26,6,45
"1112",4,15,3,9,8,4,6,25,12,45
"1113",2,17,0,2,5,4,3,22,7,44
"1114",1,16,0,2,8,3,1,25,7,54
"1115",1,11,1,3,10,1,3,16,4,35
"1116",2,16,2,4,10,2,2,26,6,47
"1117",2,10,2,3,8,2,1,20,5,33
"1118",2,13,1,4,6,3,5,17,8,34
"1119",4,14,3,3,10,4,2,24,11,35
"1120",3,13,0,6,9,5,4,25,9,46
"1121",2,10,2,3,8,2,1,21,5,33
"1122",2,13,0,2,7,3,4,24,6,46
"1123",3,13,2,5,9,4,1,31,11,45
"1124",1,12,0,2,7,2,6,21,6,45
"1125",3,6,1,4,2,4,2,18,8,30
"1126",2,14,0,2,5,1,3,22,6,34
"1127",2,14,1,4,12,3,6,23,4,46
"1128",1,11,2,2,8,2,2,15,5,35
"1129",3,8,1,4,5,4,3,16,8,32
"1130",2,12,2,3,7,2,3,26,7,44
"1131",3,10,2,3,6,3,1,21,6,32
"1132",3,14,0,3,5,2,1,28,8,47
"1133",1,10,0,3,9,3,4,17,7,26
"1134",1,13,0,2,5,2,2,22,6,44
"1135",3,15,0,2,8,3,2,19,6,34
"1136",1,12,0,2,7,2,6,21,6,45
"1137",1,9,0,2,7,1,2,24,7,42
"1138",0,8,0,2,9,2,2,21,5,40
"1139",4,15,3,3,8,4,0,24,9,41
"1140",4,16,4,4,12,5,2,34,8,52
"1141",4,17,3,3,9,3,3,26,8,41
"1142",1,9,1,2,7,2,6,14,2,20
"1143",5,23,3,4,12,5,3,37,12,54
"1144",0,4,0,3,5,1,3,16,4,23
"1145",6,10,2,5,7,5,1,33,9,42
"1146",3,14,2,3,6,3,1,31,7,42
"1147",4,13,3,2,8,5,0,24,8,41
"1148",3,17,3,4,12,2,3,26,9,50
"1149",2,17,2,5,11,2,2,27,7,48
"1150",0,12,0,3,8,0,2,17,3,38
"1151",2,10,2,3,8,2,1,21,5,32
"1152",4,11,3,4,8,4,1,26,8,38
"1153",1,11,0,0,8,2,1,15,4,35
"1154",1,12,0,2,7,2,6,21,6,45
"1155",2,16,2,4,11,2,1,28,6,46
"1156",3,17,2,3,13,2,4,37,9,53
"1157",1,18,2,2,10,3,3,24,5,47
"1158",2,15,0,3,10,2,5,21,4,34
"1159",2,17,2,5,11,2,2,28,7,48
"1160",1,6,0,0,2,2,0,11,3,24
"1161",6,19,3,5,9,4,3,37,11,49
"1162",0,5,0,1,5,0,1,11,1,20
"1163",3,14,1,5,12,3,4,25,7,43
"1164",4,21,2,4,11,6,2,30,9,44
"1165",4,8,1,4,4,4,1,20,8,28
"1166",2,8,2,3,7,2,2,24,11,35
"1167",1,19,1,5,17,3,10,36,7,62
"1168",4,14,3,5,9,4,0,28,8,37
"1169",2,12,2,3,7,3,0,20,6,33
"1170",9,16,6,11,11,7,3,32,15,44
"1171",2,15,1,1,9,3,2,24,5,48
"1172",4,18,3,6,12,5,2,29,12,41
"1173",2,17,2,5,11,2,2,28,7,48
"1174",2,9,1,3,6,2,0,17,4,25
"1175",2,14,0,3,6,1,2,20,3,30
"1176",7,14,4,6,9,3,2,33,14,50
"1177",0,6,0,1,5,0,1,10,1,20
"1178",2,11,1,2,7,3,2,25,8,43
"1179",3,19,2,8,13,3,1,30,8,45
"1180",6,11,1,8,6,2,4,18,9,33
"1181",1,12,0,2,7,2,6,21,6,45
"1182",4,14,1,2,11,3,6,20,10,51
"1183",2,10,2,3,8,2,1,21,5,32
"1184",2,17,2,5,11,2,2,27,7,48
"1185",2,9,0,1,3,2,2,16,4,28
"1186",3,15,1,6,10,5,6,30,11,44
"1187",5,17,3,3,11,3,5,32,10,51
"1188",0,8,0,1,2,1,0,9,3,18
"1189",3,11,1,4,5,3,3,23,9,37
"1190",3,19,1,3,13,4,4,43,10,68
"1191",2,16,2,3,12,3,2,24,6,41
"1192",3,18,3,2,9,2,1,28,8,40
"1193",5,12,2,6,11,3,3,26,10,58
"1194",0,13,1,0,11,2,4,20,1,34
"1195",6,12,3,9,11,6,0,31,16,47
"1196",4,18,3,6,12,5,2,29,12,41
"1197",1,25,0,3,20,2,8,36,9,69
"1198",2,1,0,1,3,1,1,12,3,14
"1199",5,16,2,5,12,5,7,22,11,56
"1200",0,9,0,3,7,0,2,17,3,40
"1201",4,19,2,6,10,5,3,36,13,49
"1202",3,16,2,4,13,3,3,26,8,41
"1203",3,15,1,5,6,3,2,28,8,53
"1204",4,11,0,2,10,4,3,23,5,40
"1205",2,10,2,3,9,5,4,23,8,43
"1206",3,20,1,3,12,4,3,38,8,62
"1207",5,14,3,5,9,5,1,29,9,44
"1208",1,12,0,2,7,2,6,21,6,45
"1209",3,11,3,4,6,3,4,23,8,36
"1210",3,12,1,4,5,4,4,22,10,44
"1211",3,8,1,4,4,3,0,18,7,28
"1212",0,7,0,1,4,1,2,19,4,27
"1213",2,19,1,7,8,3,4,26,8,43
"1214",0,6,0,2,0,1,0,12,4,24
"1215",5,9,3,5,8,4,3,24,10,43
"1216",1,7,1,2,5,3,1,21,6,36
"1217",7,14,4,6,6,9,5,27,17,39
"1218",1,12,0,2,7,2,6,21,6,45
"1219",2,11,1,2,10,3,3,22,6,39
"1220",0,13,0,1,7,0,1,14,2,31
"1221",1,4,1,2,1,1,3,12,1,17
"1222",0,10,1,2,6,1,5,17,6,28
"1223",0,13,1,0,11,2,4,21,1,34
"1224",3,20,3,5,9,3,2,26,6,42
"1225",2,17,2,5,11,2,2,27,7,48
"1226",5,17,4,4,11,6,1,23,9,43
"1227",2,8,0,2,5,5,3,21,8,38
"1228",2,17,2,4,11,3,3,31,6,55
"1229",1,10,0,2,9,1,1,24,5,37
"1230",0,13,0,1,7,0,1,14,2,31
"1231",1,4,1,2,1,1,3,12,1,17
"1232",0,10,1,2,6,1,5,17,6,28
"1233",0,13,1,0,11,2,4,21,1,34
"1234",3,20,3,5,9,3,2,26,6,42
"1235",2,17,2,5,11,2,2,27,7,48
"1236",5,17,4,4,11,6,1,23,9,43
"1237",2,8,0,2,5,5,3,21,8,38
"1238",2,17,2,4,11,3,3,31,6,55
"1239",1,10,0,2,9,1,1,24,5,37
